,Description,Division,EndTime,Location,OBJECTID,Recurrence,StartTime,Title,created_date,created_user,last_edited_date,last_edited_user,Simple Location,Latitude,Longitude
188,"<div>Throne of Grace Church, 7200 Albemarle Rd</div>",Independence Division,2015-11-02T19:30:00.000Z,7200 Albemarle Rd,325,false,2015-11-02T18:30:00.000Z,Morris Farms Homeowner Association annual meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7200+albemarle+rd,+Charlotte,+NC",35.2032958,-80.7211818
189,<div>@Central United Methodist Church</div>,Independence Division,2015-10-22T19:30:00.000Z,6030 Albemarle Rd ,326,false,2015-10-22T18:30:00.000Z,Idlewild Farms Neighborhood association,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6030+albemarle+rd,+Charlotte,+NC",35.2019732,-80.7421852
190,<div>*Meeting open to Eastover residents only* </div>,Providence Division,2015-11-24T19:30:00.000Z,Westminster Presbyterian Church - 101 Colville Rd ,328,true,2015-11-24T18:30:00.000Z,Deleted: Eastover Neighborhood Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"101+colville+rd,+Charlotte,+NC",35.2035205,-80.8180982
191,"<div>Annual HOA Meeting</div>
<div>Matthew Widerman </div>
<div><a href=""mailto:widerman_m@yahoo.com"">widerman_m@yahoo.com</a></div>",University City Division,2015-11-12T20:00:00.000Z,8600 Hood Rd  Living Faith Baptist Church,329,false,2015-11-12T19:00:00.000Z,Farmwood North HOA Meting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8600+hood+rd,+Charlotte,+NC",35.2593729,-80.6895
192,<div>HOA meetiing</div>,University City Division,2015-11-05T19:30:00.000Z,1500 Rocky River Rd,330,false,2015-11-05T17:30:00.000Z,Crab Orchard HOA meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1500+rocky+river+rd,+Charlotte,+NC",35.278713,-80.738501
193,<div></div>,University City Division,2015-11-04T11:00:00.000Z,8300 IKEA Bv,331,false,2015-11-04T10:00:00.000Z,Belgate Business Watch,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8300+ikea+bv,+Charlotte,+NC",35.2935168,-80.7647415
194,<div>Expected 700+ in attendence</div>,Hickory Grove Division,2015-11-07T15:00:00.000Z,Kimmerly Glen Shopping Center 5200 N. Sharon Amity rd.,333,false,2015-11-07T11:00:00.000Z,The Praising Place Fall festival,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5200+n.+sharon+amity+rd,+Charlotte,+NC",35.2293556,-80.7433361
195,<div>Community meeting</div>,Hickory Grove Division,2015-11-09T20:00:00.000Z,5735 E. WT Harris Blvd,335,false,2015-11-09T19:00:00.000Z,Rosecrof Community meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5735+e.+wt+harris+blvd,+Charlotte,+NC",35.2383062,-80.73619169999999
196,<div>Board Meeting</div>,Hickory Grove Division,2015-11-10T20:00:00.000Z,Hickory grove Rec Center 6709 Pence Rd,336,false,2015-11-10T18:30:00.000Z,Kimmerly Woods Association Board Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6709+pence+rd,+Charlotte,+NC",35.2264818,-80.7171971
197,Neighborhood Yearly Community Meeting,University City Division,2015-12-08T20:00:00.000Z,Hampton Inn - 9850 Weddington Rd Ext in Concord,338,false,2015-12-08T19:00:00.000Z,Withrow Downs HOA Meetingg,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9850+weddington+rd,+Charlotte,+NC",35.3692978,-80.7095302
198,"<div>Contact Michael Berger<br />1-814-441-5228<br /></div>
<div>Officer James Russell 704-544-4835</div>",South Division,2015-10-22T19:00:00.000Z,8600 Raintree Lane ,339,false,2015-10-22T18:00:00.000Z,Raintree Patio Homes Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8600+raintree+lane+,+Charlotte,+NC",35.086656,-80.78721999999999
199,"<div>the PGMA Board Meeting on Wednesday, November 11th, 2015 at 6:30 PM for our annual discussion with PGMA Security &amp; CMPD about safety &amp; security in the Piper Glen area.</div>
<div>Officer James Russell 704-544-4835</div>",South Division,2015-11-11T19:30:00.000Z,4300 Piper Glen,340,false,2015-11-11T18:30:00.000Z,Piper Glen Master Board Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4300+piper+glen,+Charlotte,+NC",35.073575,-80.810982
200,"<div>The meeting will at 7036 Kimberton Dr in the backyard patio area. The house is on the corner of Kimberton and Needham, facing Kimberton.</div>
<div>Contact Officer James Russell 704-544-4835</div>",South Division,2015-11-01T17:00:00.000Z,7036 Kimberton Drive - backyard patio,343,false,2015-11-01T16:00:00.000Z,Oxford Hunt HOA meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7036+kimberton+drive,+Charlotte,+NC",35.117004,-80.7680097
201,<div></div>,Providence Division,2015-11-18T19:30:00.000Z,St. John's Methodist - 4305 Monroe Rd,345,true,2015-11-18T18:30:00.000Z,Anthem Courts HOA Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4305+monroe+rd,+Charlotte,+NC",35.1955777,-80.78763769999999
202,<div>Contact Officer Beth Jackson 704-544-4835 </div>,South Division,2015-11-14T15:00:00.000Z,1250 East Barden,347,false,2015-11-14T15:00:00.000Z,Old Salem/Meredith  Community Meeting/Chili Cookoff ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1250+east+barden,+Charlotte,+NC",35.1445006,-80.7905155
203,<div>In Shopping Center Parking Lot</div>,Hickory Grove Division,2015-11-21T15:00:00.000Z,5252 N. Sharon Amity rd,348,false,2015-11-21T11:00:00.000Z,Praising Place Fall festival,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5252+n.+sharon+amity+rd,+Charlotte,+NC",35.2285802,-80.7419111
204,<div>&nbsp;Officer Ted Castano<br />704-619-3336 </div>,Eastway Division,2015-11-09T20:00:00.000Z,"Free Range Brewing, 2320 N. Davidson St.",349,true,2015-11-09T19:00:00.000Z,Villa Heights Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2320+n.+davidson+st,+Charlotte,+NC",35.2404827,-80.8132962
205,"<div>Officer Castano <a href=""mailto:tcastano@cmpd.org"">tcastano@cmpd.org</a></div>
<div>Officer Wippel <a href=""mailto:dwippel@cmpd.org"">dwippel@cmpd.org</a></div>",Eastway Division,2099-01-12T19:00:00.000Z,"YMCA, 3025 N. Davidson St., 2nd Floor",350,true,2015-11-09T18:30:00.000Z,NoDa Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3025+n.+davidson+st,+Charlotte,+NC",35.2465548,-80.8081046
206,<div>&nbsp;Officer Ted Castano<br />704-619-3336 </div>,Eastway Division,2015-12-14T20:00:00.000Z,"Free Range Brewing, 2320 N. Davidson St.",353,true,2015-12-14T19:00:00.000Z,Villa Heights Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2320+n.+davidson+st,+Charlotte,+NC",35.2404827,-80.8132962
207,Community leaders and residents are invited to attend and be advised of incidents and events within the ickory Grove Division and the City of Charlotte. Chief Kerr Putney from CMPD will be guest speaker.,Hickory Grove Division,2015-12-10T20:30:00.000Z,Hickory Grove Baptist Church  Rm 2100,356,false,2015-12-10T18:30:00.000Z,Leadership Council Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2100,+Charlotte,+NC",35.3002733,-80.8446134
208,<p>Wendover Heights Annual Holiday Christmas party open house for the Wendover community at 306 Wendover Heights on Sunday 12/13 from 6 – 8 PM. </p>,Providence Division,2015-12-13T20:00:00.000Z,306 Wendover Heights Circle ,359,false,2015-12-13T18:00:00.000Z,Wendover Heights Holiday Christmas party open house ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"306+wendover+heights+circle,+Charlotte,+NC",35.184895,-80.80734
209,<div>Contact Officer James Russell 704-544-4835</div>,South Division,2015-11-30T19:15:00.000Z,9319 Raintree Ln,362,false,2015-11-30T18:15:00.000Z,Brownie Troop Safety Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9319+raintree+ln,+Charlotte,+NC",35.0824726,-80.776277
210,<div>Contact Officer Beth Jackson 704-544-4835</div>,South Division,2015-12-13T15:30:00.000Z,9124 Landsburg Lane,363,false,2015-12-13T14:30:00.000Z,Brandon Forest Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9124+landsburg+lane,+Charlotte,+NC",35.1063077,-80.8649562
211,<div>Contact Kathy Nenninger 704-576-0154 or Officer James Russell 704-544-4835</div>,South Division,2016-01-19T20:00:00.000Z,6409 Cedar Croft,366,false,2016-01-19T19:00:00.000Z,Cedarhill HOA meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6409+cedar+croft,+Charlotte,+NC",35.1144377,-80.7779217
212,<div>Contact Officer Beth Jackson 704-544-4835 </div>,South Division,2016-01-31T19:00:00.000Z,6700 Phillips Place Court,367,false,2016-01-31T18:00:00.000Z,Mountainbrook Neighborhood meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6700+phillips+place+court,+Charlotte,+NC",35.14666,-80.828233
213,<div>bi monthly neighborhood meeting </div>,Metro Division,2016-01-21T19:30:00.000Z,101 South Gardner Ave.,368,false,2016-01-21T18:30:00.000Z,Smallwood/Biddleville Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"101+south+gardner+ave,+Charlotte,+NC",35.2476315,-80.8639618
214,<div></div>,Providence Division,2016-01-20T19:30:00.000Z,St john's Methodist Church 4305 Monroe rd.,369,true,2016-01-20T18:30:00.000Z,Anthem Courts HOA Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4305+monroe+rd,+Charlotte,+NC",35.1955777,-80.78763769999999
215,<div></div>,Providence Division,2016-01-23T20:00:00.000Z,Eastern Hills Baptist Church 4855 Albemarle Rd,370,false,2016-01-23T18:00:00.000Z,Amity Gardens Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4855+albemarle+rd,+Charlotte,+NC",35.2007805,-80.7666029
216,<div>*Meeting open to Eastover residents only* </div>,Providence Division,2016-01-26T19:30:00.000Z,Westminster Presbyterian Church - 101 Colville Rd ,372,true,2016-01-26T18:30:00.000Z,Deleted: Eastover Neighborhood Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"101+colville+rd,+Charlotte,+NC",35.2035205,-80.8180982
217,"<div>Community helpers, Engaging with the children on Officers roles, Kids roles and safety tips.</div>",Hickory Grove Division,2016-01-06T10:30:00.000Z,Smart Kids Daycare  6215 E. WT Harris Blvd,373,false,2016-01-06T09:30:00.000Z,Community Helpers,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6215+e.+wt+harris+blvd,+Charlotte,+NC",35.2331623,-80.73129449999999
218,<div>Neighborhood Community Meeting at Cross Roads Baptist Church</div>,Hickory Grove Division,2016-01-07T19:00:00.000Z,8947 Albemarle Rd,374,false,2016-01-07T18:00:00.000Z,Birnam Woods Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8947+albemarle+rd,+Charlotte,+NC",35.2125119,-80.6927645
219,<div>At Clubhouse</div>,Hickory Grove Division,2016-01-20T20:00:00.000Z,4908 Endolwood Dr,375,false,2016-01-20T18:30:00.000Z,Kimmerly Glen Apartment meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4908+endolwood+dr,+Charlotte,+NC",35.2282662,-80.7386696
220,"<div>Topic:&nbsp; Plans for Park &amp; Rec to build a neighborhood park (Neighborhood Controversy involving Grove Park and Ravenwood Communities)</div>
<div>&nbsp;</div>
<div>&nbsp;</div>",Hickory Grove Division,2016-01-26T19:00:00.000Z,Hickory Grove Park & Rec  6709 Pence Rd,376,false,2016-01-26T18:00:00.000Z,Grove park Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6709+pence+rd,+Charlotte,+NC",35.2264818,-80.7171971
221,"<div>Officer Figaro</div>
<div>704-432-3900</div>",University City Division,2016-01-21T17:30:00.000Z,10003 Margie Ann Dr,377,false,2016-01-21T17:00:00.000Z,Robinsdale Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10003+margie+ann+dr,+Charlotte,+NC",35.302243,-80.726855
222,"<div>Officer Figaro</div>
<div>704-432-3900</div>",University City Division,2016-01-25T20:00:00.000Z,527 Wrayhill Dr,378,false,2016-01-25T19:00:00.000Z,Withrow Downs Community Crime Watch Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"527+wrayhill+dr,+Charlotte,+NC",35.3468857,-80.7023608
223,"<div>The Steele Creek Residents Association is hosting its annual meeting on February 25, 2016. Please join the CMPD and various city, county, and state leaders that will be on hand to answer any questions or concerns that you may have. The meeting is very informative and I have always enjoyed finding out about future happenings in our area. See below for more ... View more details. Thank you,</div>
<div>&nbsp;</div>
<div>The Steele Creek Residents Association Annual Meeting will be on Thursday, February 25 at Christ the King Church. We are inviting the community to attend a meet and greet with local government and non-profit organizations beginning at 6:30. We will have tables available for each organization. There will be presentations on roads (Highway 160) and elections beginning at 7:00, followed by an additional meet and greet period beginning at 7:30. We are inviting candidates running for offices in districts that extend into Steele Creek to participate in the Meet and Mingle. <br /></div>
<div>Officer Hill/Frazer - 704 336 8549</div>
<div>&nbsp;</div>
<div><a href=""mailto:rhill@cmpd.org"">rhill@cmpd.org</a></div>
<div><a href=""mailto:mfrazer@cmpd.org"">mfrazer@cmpd.org</a></div>",Steele Creek Division,2016-02-25T22:30:00.000Z,"13501 S Tryon St. Charlotte, NC 28278 (Christ the King Church)",379,false,2016-02-25T18:30:00.000Z,Steele Creek Residents Association Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"13501+s+tryon+st,+Charlotte,+NC",35.097791,-80.996591
224,<div>Contact Officer Beth Jackson 704-544-4835</div>,South Division,2016-02-06T12:30:00.000Z,Trio's Restaurant 10709 McMullen Creek Parkway,380,false,2016-02-06T11:30:00.000Z,Women's Speaking Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10709+mcmullen+creek+parkway,+Charlotte,+NC",35.0881779,-80.8574763
225,"<div>Officer Figaro</div>
<div>704-432-3900</div>",University City Division,2016-02-02T18:00:00.000Z,1205 University Walk Circle,382,false,2016-02-02T17:00:00.000Z,University Walk Safety Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1205+university+walk+circle,+Charlotte,+NC",35.3042256,-80.725383
226,"<div>Officer Figaro</div>
<div>704-432-3900</div>",University City Division,2016-02-13T15:00:00.000Z,342 Walden Station Dr,383,false,2016-02-13T14:00:00.000Z,Walden Station Safety Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"342+walden+station+dr,+Charlotte,+NC",35.31406,-80.7468399
227,<div>Annual neighborhood meeting</div>,Providence Division,2016-02-17T19:30:00.000Z,St john's Methodist Church 4305 Monroe rd.,384,true,2016-02-17T18:30:00.000Z,Anthem Courts HOA Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4305+monroe+rd,+Charlotte,+NC",35.1955777,-80.78763769999999
228,<p>&nbsp;</p>,Providence Division,2016-02-24T20:30:00.000Z,St john's Methodist Church 4305 Monroe rd.,385,true,2016-02-24T19:30:00.000Z,Deleted: Oakhurst Park Neighborhood Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4305+monroe+rd,+Charlotte,+NC",35.1955777,-80.78763769999999
229,<div>*Meeting open to Eastover residents only* </div>,Providence Division,2016-02-23T19:30:00.000Z,Westminster Presbyterian Church - 101 Colville Rd ,387,true,2016-02-23T18:30:00.000Z,Deleted: Eastover Neighborhood Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"101+colville+rd,+Charlotte,+NC",35.2035205,-80.8180982
230,<div></div>,Providence Division,2016-02-25T19:30:00.000Z,2435 Cumberland Ave,389,false,2016-02-25T19:00:00.000Z,Freedom HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2435+cumberland+ave,+Charlotte,+NC",35.1909523,-80.84539989999999
231,"<div>Our Wendover Heights Annual Meeting is on Tuesday February 16th, probably at the Sterling Magnolia Apartment’s meeting room at 7:00 PM</div>",Providence Division,2016-02-16T20:00:00.000Z,"Sterling Magnolia Apartment’s meeting room 3720 Wendwood Ln, Charlotte, NC 28211",390,false,2016-02-16T19:00:00.000Z,Wendover Heights Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3720+wendwood+ln,+Charlotte,+NC",35.1873435,-80.80862379999999
232,"<div>Tuesday, February 23, 2016 at 1900<br />Ravenwood Neighborhood Meeting<br />Hickory Grove Park &amp; Rec<br />6709 Pence Rd.</div>
<div>&nbsp;</div>
<div>&nbsp;</div>",Hickory Grove Division,2016-02-23T20:00:00.000Z,6709 Pence Rd,391,false,2016-02-23T19:00:00.000Z,Ravenwood Neighborhood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6709+pence+rd,+Charlotte,+NC",35.2264818,-80.7171971
233,<div>Monthly neighborhood meeting</div>,Metro Division,2016-02-04T19:30:00.000Z,Wallace Pruitt Center 440 Tuckaseegee Rd.,392,false,2016-02-04T18:30:00.000Z,Seversville Neighborhood Monthly Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"440+tuckaseegee+rd,+Charlotte,+NC",35.2386019,-80.86482140000001
234,"<div>Bradfield Farms Neighborhood Watch<br />February, 16th<br />7:30pm<br />Clubhouse located 13200 Peacock Lane<br /></div>",Hickory Grove Division,2016-02-16T20:30:00.000Z,Clubhouse at 13200 Peacock Ln,393,false,2016-02-16T19:30:00.000Z,Bradfield Farms Neighborhood Watch,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"13200+peacock+ln,+Charlotte,+NC",35.2514378,-80.6355966
235,<div></div>,Metro Division,2016-02-15T19:00:00.000Z,(Harvest Center) 1800 Brewton Dr,394,true,2016-02-15T18:00:00.000Z,Genesis Park Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1800+brewton+dr,+Charlotte,+NC",35.248101,-80.8420835
236,<div>Contact Officer James&nbsp; Russell 704-544-4835 </div>,South Division,2016-03-22T20:00:00.000Z,Messiah Lutheran Church 8300 Providence Road,395,false,2016-03-22T19:00:00.000Z,Providence Heights HOA meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8300+providence+road,+Charlotte,+NC",35.094208,-80.777564
237,<div>Annual Neighborhood Meeting</div>,Steele Creek Division,2016-03-02T19:30:00.000Z,13704 Grand Palisades Parkway,396,false,2016-03-02T18:30:00.000Z,Palisades Neighborhood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"13704+grand+palisades+parkway,+Charlotte,+NC",35.069907,-81.03633599999999
238,"<div>Rose Croft<br />Hickory Grove Presbyterian Church<br />5735 E. W.T. Harris Blvd.<br />March 14, 2016/Time to be determined<br /></div>",Hickory Grove Division,2016-03-14T19:30:00.000Z,5735 E. WT Harris Blvd,399,false,2016-03-14T18:30:00.000Z,Rose Croft Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5735+e.+wt+harris+blvd,+Charlotte,+NC",35.2383062,-80.73619169999999
239,<div></div>,Providence Division,2016-03-24T19:00:00.000Z,2435 Cumberland Ave,401,false,2016-03-24T18:00:00.000Z,Freedom HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2435+cumberland+ave,+Charlotte,+NC",35.1909523,-80.84539989999999
240,"<div>Annual event anticipating 10,000-15,000 attendees at its' St. Patrick's Day celebration. </div>
<div>POC- LT. JM Barry</div>",Freedom Division,2016-03-12T23:59:00.000Z,5000 Whitewater Center Pkwy.,402,false,2016-03-12T00:00:00.000Z,USNWC Green River Revival Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5000+whitewater+center+pkwy.,+Charlotte,+NC",35.2805738,-80.98699409999999
241,<div>Contact Officer Beth Jackson 704-544-4835</div>,South Division,2016-03-02T20:00:00.000Z,Amelie's Bakery 7715 Pineville-Matthews Road,403,false,2016-03-02T18:00:00.000Z,Coffee with Cops,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7715+pineville-matthews+road,+Charlotte,+NC",35.086284,-80.850639
242,<div>Contact Officer Beth Jackson 704-544-4835 </div>,South Division,2016-03-21T20:00:00.000Z,Rea Road Library-  5801 Rea Road,404,false,2016-03-21T18:30:00.000Z,Stallworth Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+rea+road,+Charlotte,+NC",35.0865451,-80.8115699
